Frequency,key size,data self life,migration,vendor supply time,Algo,App_type,Application,Data Sensisitivity,arch flexibility,data trans(algo),is third party quantum safe,third party used,vendor pqc compliant
112718,0,10,2,12,ECDHE,MIX,C,MEDIUM,YES,RSA,NO,YES,
123461,1024,9,2,6,RSA,web,B,HIGH,NO,RSA,,NO,YES
6635743,256,8,2,9,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,NO,NO
9945713,142,10,2,12,ECDHE,MIX,B,LOW,YES,RSA,YES,YES,
3702,1526,9,1,12,ECDHE,MIX,B,LOW,YES,RSA,YES,YES,NO
9910319,0,9,2,11,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
1966,2048,10,2,9,RSA,MIX,A,HIGH,YES,RSA,,YES,NO
4443,0,10,2,9,ECDHE,MIX,B,MEDIUM,NO,RSA,NO,YES,NO
8973,0,10,2,6,DES,web,B,HIGH,YES,RSA,YES,YES,YES
2922,0,10,2,6,ECDHE,MIX,A,LOW,NO,RSA,,YES,YES
123475,0,8,3,9,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
110815,0,10,2,12,ECDHE,web,B,LOW,NO,RSA,NO,YES,YES
7458,1360,8,2,12,RSA,MIX,B,MEDIUM,YES,RSA,YES,YES,
106044,0,8,2,1,RSA,web,D,HIGH,YES,RSA,NO,YES,NO
1696,0,9,2,9,RSA,MIX,B,LOW,NO,RSA,NO,YES,YES
10000000,4082,9,2,6,RSA,web,A,HIGH,,RSA,YES,NO,
288583,108,8,2,6,RSA,web,B,HIGH,NO,RSA,,YES,NO
898,1761,9,1,1,AES,web,A,HIGH,YES,RSA,,NO,YES
12,336,8,3,1,RSA,web,D,LOW,,RSA,NO,NO,NO
555926,161,9,1,9,RSA,web,A,MEDIUM,YES,RSA,,YES,YES
56911,1180,10,2,12,RSA,MIX,C,LOW,YES,RSA,NO,YES,YES
7136,2672,7,3,9,RSA,STANDALONE,C,MEDIUM,,RSA,YES,YES,
1409,4096,8,1,5,RSA,web,A,HIGH,,RSA,,NO,YES
970462,14,8,2,1,AES,web,D,HIGH,,RSA,NO,NO,NO
99358,1024,8,2,1,RSA,web,D,HIGH,,RSA,,NO,NO
93781,580,8,3,12,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
3197834,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
46699,0,8,1,1,AES,web,D,HIGH,,RSA,,NO,NO
115348,466,8,2,6,AES,MIX,D,LOW,NO,RSA,,NO,NO
979455,10,10,2,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
118520,1024,10,2,6,DES,web,A,HIGH,YES,RSA,YES,NO,YES
99666,1024,7,2,6,AES,web,D,MEDIUM,YES,RSA,,NO,NO
514,0,7,2,6,DES,MIX,D,LOW,NO,RSA,NO,YES,NO
99011,113,8,2,9,ECDHE,MIX,B,MEDIUM,NO,RSA,NO,YES,NO
47168,256,9,2,6,RSA,web,B,HIGH,YES,RSA,NO,NO,YES
8710,0,9,2,9,ECDHE,web,D,LOW,YES,RSA,NO,YES,NO
99611,0,9,2,6,ECDHE,web,D,LOW,YES,RSA,,NO,NO
99361,2048,10,2,5,RSA,web,A,HIGH,YES,RSA,,YES,NO
10000000,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
5044,0,8,2,9,RSA,MIX,B,HIGH,,RSA,NO,YES,NO
21326,1024,9,2,6,RSA,MIX,A,HIGH,YES,RSA,,NO,NO
965047,1024,8,3,1,AES,web,D,HIGH,,RSA,,NO,NO
394,2048,10,1,6,AES,web,A,HIGH,YES,RSA,,NO,YES
92643,0,10,2,9,ECDHE,MIX,B,LOW,YES,RSA,NO,NO,NO
99895,0,8,3,12,ECDHE,MIX,C,LOW,YES,RSA,NO,YES,NO
25231,256,9,1,6,DES,web,B,HIGH,YES,RSA,,NO,YES
119447,0,8,1,8,RSA,web,A,HIGH,YES,RSA,,YES,YES
5492,0,9,2,9,ECDHE,MIX,C,LOW,YES,RSA,NO,YES,
99729,2048,9,1,9,RSA,MIX,A,HIGH,,RSA,,NO,YES
2346583,2048,10,2,9,RSA,MIX,A,HIGH,YES,RSA,,NO,YES
9911701,0,8,3,8,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,
115892,0,9,2,7,ECDHE,MIX,C,MEDIUM,YES,RSA,,YES,NO
3606,0,10,2,9,AES,MIX,B,LOW,YES,RSA,,YES,YES
9974198,460,9,1,9,RSA,web,D,HIGH,YES,RSA,YES,NO,NO
3325,2048,10,2,9,RSA,web,B,HIGH,YES,RSA,NO,NO,NO
9270,0,7,3,7,ECDHE,MIX,B,LOW,,RSA,,YES,NO
87436,2048,10,1,6,RSA,web,A,HIGH,YES,RSA,,NO,NO
123471,0,10,2,10,RSA,MIX,D,LOW,YES,RSA,YES,YES,YES
3470,0,8,1,9,DES,MIX,B,LOW,NO,RSA,,NO,NO
4025,256,9,2,6,AES,web,A,LOW,NO,RSA,NO,NO,YES
3016,745,9,2,12,ECDHE,STANDALONE,C,LOW,YES,RSA,NO,YES,YES
5163,2013,8,2,1,AES,web,D,HIGH,NO,RSA,,NO,NO
99672,1024,8,2,2,RSA,STANDALONE,B,HIGH,NO,RSA,NO,NO,NO
99721,0,8,1,1,DES,MIX,B,HIGH,NO,RSA,,NO,NO
94377,256,8,2,9,RSA,web,B,MEDIUM,,RSA,,YES,NO
47744,992,9,2,6,RSA,web,A,HIGH,YES,RSA,NO,NO,
78045,2048,10,1,9,RSA,MIX,A,HIGH,YES,RSA,YES,NO,YES
9961184,0,9,2,6,ECDHE,MIX,C,HIGH,YES,RSA,NO,NO,NO
90281,0,9,2,9,ECDHE,STANDALONE,B,LOW,YES,RSA,,YES,NO
4016,1024,7,2,9,RSA,MIX,A,LOW,,RSA,YES,YES,
1601474,95,8,3,12,RSA,STANDALONE,C,MEDIUM,,RSA,YES,YES,
9924980,255,10,2,6,ECDHE,STANDALONE,A,HIGH,YES,RSA,,YES,YES
6332,0,8,3,12,ECDHE,web,C,LOW,NO,RSA,NO,YES,NO
110119,0,7,3,9,ECDHE,STANDALONE,D,MEDIUM,,RSA,,YES,
6822491,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
9896011,0,8,3,12,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
1154783,256,10,2,9,RSA,STANDALONE,B,HIGH,NO,RSA,,NO,
10000000,1205,7,1,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
963133,2048,10,3,6,RSA,web,A,LOW,YES,RSA,,YES,
95716,0,7,3,9,AES,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
535571,743,7,3,12,RSA,MIX,C,MEDIUM,YES,RSA,YES,YES,
122683,591,9,2,6,RSA,web,D,HIGH,YES,RSA,,NO,YES
111467,1024,8,2,9,ECDHE,web,B,HIGH,YES,RSA,YES,YES,YES
770,0,9,2,6,AES,web,B,LOW,YES,RSA,NO,NO,NO
643679,0,8,2,9,ECDHE,web,C,LOW,YES,RSA,YES,NO,
1990,0,8,2,6,AES,MIX,D,LOW,YES,RSA,NO,NO,NO
94639,2010,8,2,1,RSA,web,D,HIGH,,RSA,,NO,NO
99825,0,8,2,5,AES,MIX,B,LOW,YES,RSA,,YES,NO
1695,0,9,2,12,ECDHE,STANDALONE,B,LOW,NO,RSA,NO,YES,
93594,256,8,2,6,RSA,web,D,HIGH,NO,RSA,YES,YES,NO
2049,3097,8,2,1,RSA,web,D,HIGH,NO,RSA,NO,NO,NO
852754,1024,8,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
573723,453,10,1,9,ECDHE,web,D,LOW,YES,RSA,,NO,YES
2549821,256,10,2,6,ECDHE,web,A,HIGH,YES,RSA,,NO,
3992,256,9,2,12,DES,MIX,C,LOW,YES,RSA,,YES,YES
93745,1024,8,3,9,ECDHE,web,C,MEDIUM,YES,RSA,YES,YES,
24913,474,8,2,9,RSA,STANDALONE,D,HIGH,,RSA,NO,YES,NO
980102,0,10,2,10,DES,web,C,LOW,NO,RSA,NO,YES,YES
9989444,0,7,2,6,ECDHE,MIX,C,MEDIUM,,RSA,,YES,NO
3255832,0,10,2,9,ECDHE,web,B,LOW,NO,RSA,NO,YES,NO
6634041,756,7,3,12,RSA,MIX,C,MEDIUM,YES,RSA,YES,YES,
6427,119,10,3,6,RSA,STANDALONE,B,LOW,YES,RSA,,YES,NO
3760,2048,9,2,9,RSA,MIX,A,HIGH,YES,RSA,NO,NO,YES
4302,227,9,3,1,RSA,web,D,HIGH,NO,RSA,YES,NO,NO
123465,791,9,2,6,DES,web,A,LOW,YES,RSA,,NO,YES
4734,0,8,2,12,ECDHE,MIX,B,HIGH,NO,RSA,NO,YES,NO
7684962,1024,8,2,9,ECDHE,web,D,MEDIUM,,RSA,,YES,
115890,0,9,2,6,ECDHE,MIX,D,MEDIUM,NO,RSA,NO,YES,NO
4074,110,9,2,9,ECDHE,MIX,D,LOW,YES,RSA,NO,YES,
916878,256,9,3,12,RSA,MIX,C,MEDIUM,,RSA,YES,YES,
3210,0,7,3,6,DES,STANDALONE,D,MEDIUM,YES,RSA,NO,YES,NO
8221,256,10,2,1,RSA,web,A,HIGH,YES,RSA,,NO,YES
47953,256,8,2,6,ECDHE,web,B,LOW,NO,RSA,,NO,NO
123471,2048,7,3,10,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,NO
90382,2048,10,2,9,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,YES
2416,2257,9,2,9,RSA,MIX,C,MEDIUM,YES,RSA,NO,YES,YES
106164,589,9,2,12,AES,STANDALONE,A,MEDIUM,YES,RSA,NO,NO,YES
99731,1024,9,2,9,RSA,MIX,A,HIGH,NO,RSA,NO,NO,NO
3853,256,8,2,1,AES,MIX,B,LOW,YES,RSA,,NO,YES
105996,172,7,2,12,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,NO,
2523,0,9,2,9,AES,web,B,LOW,NO,RSA,NO,YES,NO
633745,256,9,1,9,ECDHE,web,A,LOW,YES,RSA,,NO,YES
2185,0,9,2,12,ECDHE,MIX,C,LOW,YES,RSA,NO,YES,NO
958484,256,10,3,9,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
4173,910,9,2,6,RSA,MIX,B,LOW,YES,RSA,,YES,YES
4537871,7,10,2,7,DES,STANDALONE,A,MEDIUM,YES,RSA,YES,YES,NO
1686,1024,9,3,6,AES,MIX,B,LOW,YES,RSA,,YES,NO
1885,0,9,2,10,AES,MIX,C,LOW,NO,RSA,NO,YES,NO
151807,1024,9,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,,YES,
7598,398,7,2,8,RSA,web,B,HIGH,YES,RSA,,NO,
1398,67,10,3,12,RSA,MIX,C,LOW,YES,RSA,NO,YES,
123474,1024,9,2,9,ECDHE,MIX,D,LOW,YES,RSA,YES,YES,NO
2177,0,7,2,9,ECDHE,MIX,B,LOW,NO,RSA,YES,YES,NO
61891,256,9,3,9,ECDHE,STANDALONE,C,LOW,YES,RSA,,YES,
99311,3108,9,1,9,RSA,web,B,LOW,YES,RSA,NO,NO,YES
97330,0,7,3,9,ECDHE,MIX,C,LOW,NO,RSA,NO,YES,NO
5931358,1516,9,2,9,RSA,STANDALONE,C,HIGH,YES,RSA,,NO,YES
53338,0,8,2,12,DES,MIX,D,LOW,YES,RSA,NO,YES,
9526,35,10,2,9,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,NO,YES,NO
302916,0,8,1,9,ECDHE,web,D,HIGH,NO,RSA,YES,NO,NO
6802876,1024,10,2,6,AES,web,C,HIGH,,RSA,,NO,YES
90769,2048,9,1,1,AES,web,A,HIGH,,RSA,,NO,YES
123461,34,8,2,9,DES,web,A,HIGH,NO,RSA,YES,YES,NO
569,0,9,2,9,RSA,STANDALONE,A,LOW,NO,RSA,YES,YES,YES
110551,0,8,2,5,DES,web,B,HIGH,YES,RSA,NO,NO,NO
118883,745,7,2,9,RSA,web,C,MEDIUM,NO,RSA,YES,NO,NO
3256,2048,10,2,9,RSA,web,D,LOW,YES,RSA,NO,NO,YES
909841,0,8,2,12,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,NO,YES,NO
114641,196,7,2,6,RSA,web,D,HIGH,NO,RSA,,NO,NO
99397,0,8,2,9,RSA,MIX,C,LOW,YES,RSA,NO,YES,NO
8925,2762,8,1,2,RSA,web,A,HIGH,NO,RSA,,NO,YES
99990,0,9,3,12,DES,MIX,C,LOW,NO,RSA,YES,YES,NO
2829839,2048,7,2,2,AES,STANDALONE,A,HIGH,,RSA,,NO,NO
9623714,0,7,2,7,ECDHE,MIX,C,MEDIUM,YES,RSA,NO,NO,NO
910111,3025,9,2,7,RSA,web,A,HIGH,YES,RSA,,NO,YES
8726,256,10,2,9,AES,MIX,B,MEDIUM,YES,RSA,NO,YES,NO
123472,2756,8,2,2,RSA,web,A,HIGH,,RSA,,NO,YES
123465,158,9,3,6,ECDHE,MIX,B,MEDIUM,YES,RSA,,YES,NO
97436,43,10,2,1,AES,web,A,HIGH,YES,RSA,,NO,YES
2581,0,8,2,8,AES,MIX,B,LOW,NO,RSA,NO,YES,NO
314327,66,8,3,6,ECDHE,MIX,B,HIGH,NO,RSA,,NO,
9878854,0,8,1,6,ECDHE,web,B,HIGH,,RSA,,NO,NO
99067,0,8,2,5,AES,web,D,LOW,,RSA,,NO,NO
25355,45,8,2,9,RSA,STANDALONE,C,MEDIUM,YES,RSA,,YES,NO
112364,0,9,2,9,DES,web,A,HIGH,YES,RSA,NO,YES,NO
8695,4096,9,2,12,RSA,web,C,HIGH,YES,RSA,,YES,
123465,0,8,3,6,AES,web,D,HIGH,NO,RSA,NO,NO,NO
911,62,8,3,6,ECDHE,MIX,B,HIGH,NO,RSA,YES,YES,NO
3941,38,9,3,12,RSA,STANDALONE,C,LOW,YES,RSA,NO,YES,NO
4895,1024,7,2,9,RSA,STANDALONE,B,LOW,,RSA,NO,YES,NO
805,518,10,1,1,AES,web,A,HIGH,YES,RSA,,NO,YES
366092,2048,9,2,9,RSA,STANDALONE,D,LOW,YES,RSA,YES,YES,YES
923265,0,9,3,6,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
940984,822,8,2,6,RSA,web,B,HIGH,,RSA,,YES,NO
113063,1024,8,1,9,RSA,web,C,HIGH,YES,RSA,NO,NO,YES
123460,1619,10,2,6,RSA,web,A,HIGH,NO,RSA,,YES,YES
113190,0,8,1,6,AES,MIX,A,HIGH,YES,RSA,,YES,YES
93616,1820,7,3,12,ECDHE,MIX,C,MEDIUM,YES,RSA,YES,YES,NO
96613,16,8,2,12,AES,MIX,B,LOW,YES,RSA,YES,YES,
4281,2048,8,3,7,RSA,MIX,D,LOW,YES,RSA,YES,YES,NO
123475,2048,9,3,12,RSA,MIX,C,MEDIUM,YES,RSA,YES,YES,
9932275,0,9,3,6,ECDHE,STANDALONE,B,HIGH,YES,RSA,YES,YES,NO
986956,203,10,2,12,ECDHE,MIX,A,LOW,YES,RSA,NO,YES,NO
1111,0,8,3,9,ECDHE,STANDALONE,B,MEDIUM,NO,RSA,YES,YES,NO
2729,0,8,3,12,ECDHE,MIX,B,MEDIUM,NO,RSA,NO,YES,
97022,2048,10,2,11,AES,STANDALONE,C,HIGH,YES,RSA,NO,YES,
5620,0,8,1,3,ECDHE,MIX,D,HIGH,YES,RSA,,NO,NO
123471,1024,7,2,6,RSA,web,B,MEDIUM,,RSA,,NO,NO
489605,0,9,2,9,RSA,STANDALONE,B,HIGH,YES,RSA,YES,YES,NO
4289,0,8,2,6,RSA,MIX,B,HIGH,,RSA,NO,NO,
9933691,893,7,3,12,RSA,STANDALONE,C,MEDIUM,,RSA,NO,YES,
61068,4096,7,2,1,RSA,web,D,HIGH,,RSA,,NO,YES
3921260,256,8,2,6,AES,web,C,HIGH,,RSA,,YES,
379,0,9,2,6,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,NO
113837,15,7,3,9,AES,STANDALONE,B,MEDIUM,,RSA,YES,YES,NO
116334,0,7,2,9,AES,web,D,MEDIUM,,RSA,NO,YES,
2983,1024,8,2,8,ECDHE,STANDALONE,B,LOW,NO,RSA,YES,YES,NO
9946436,2048,8,2,6,RSA,STANDALONE,D,HIGH,YES,RSA,,NO,
3026,256,9,1,12,RSA,MIX,B,MEDIUM,NO,RSA,NO,YES,YES
5444643,0,8,2,2,ECDHE,web,D,HIGH,,RSA,,NO,
2424,1339,9,1,1,AES,web,A,HIGH,NO,RSA,,NO,NO
2214,256,8,2,6,AES,web,B,LOW,NO,RSA,,YES,NO
4542,1975,9,2,1,AES,web,D,HIGH,YES,RSA,NO,NO,NO
91273,0,8,3,9,RSA,MIX,B,LOW,YES,RSA,NO,YES,
98349,1338,10,1,9,RSA,web,C,HIGH,YES,RSA,NO,NO,NO
118975,0,9,2,9,RSA,STANDALONE,C,LOW,NO,RSA,YES,YES,NO
62234,838,9,2,9,RSA,MIX,B,LOW,YES,RSA,NO,YES,NO
4202,0,7,3,9,ECDHE,MIX,B,MEDIUM,,RSA,YES,YES,
46405,0,7,1,6,RSA,MIX,D,LOW,,RSA,,NO,NO
107968,2048,8,1,6,RSA,web,A,HIGH,YES,RSA,,NO,
67311,0,9,2,12,ECDHE,MIX,B,LOW,YES,RSA,YES,YES,
95460,1609,8,2,12,RSA,MIX,C,MEDIUM,YES,RSA,,YES,
9983149,0,9,2,12,ECDHE,STANDALONE,C,HIGH,YES,RSA,YES,YES,
1814,2048,10,2,8,RSA,web,A,HIGH,YES,RSA,,YES,NO
5893,0,9,2,6,DES,web,D,HIGH,YES,RSA,NO,YES,NO
9883490,37,8,2,11,ECDHE,STANDALONE,D,MEDIUM,YES,RSA,NO,YES,
92153,256,7,3,9,ECDHE,MIX,C,HIGH,YES,RSA,NO,YES,
2308,1954,10,1,9,RSA,MIX,A,HIGH,YES,RSA,,NO,YES
815399,3342,9,2,9,RSA,MIX,C,HIGH,YES,RSA,,YES,NO
21646,158,10,2,11,RSA,STANDALONE,B,LOW,YES,RSA,NO,YES,YES
227101,256,10,2,7,ECDHE,web,B,HIGH,NO,RSA,YES,NO,YES
93833,0,8,2,8,AES,MIX,C,LOW,NO,RSA,NO,YES,YES
123463,207,9,2,9,RSA,web,D,MEDIUM,NO,RSA,,NO,
9915069,0,9,2,6,ECDHE,web,C,MEDIUM,YES,RSA,YES,YES,NO
2362,237,9,2,9,AES,MIX,B,LOW,NO,RSA,NO,NO,YES
912,0,8,2,9,DES,MIX,A,LOW,NO,RSA,NO,YES,NO
9977037,0,8,3,12,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
955335,0,9,2,3,ECDHE,web,B,HIGH,,RSA,,NO,YES
4471,1024,9,2,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
88140,37,9,3,6,AES,MIX,B,HIGH,YES,RSA,,YES,NO
111972,0,8,2,9,DES,web,B,LOW,NO,RSA,,NO,
2433,1024,8,2,1,AES,web,A,HIGH,,RSA,,NO,NO
9928263,0,9,2,12,ECDHE,web,C,HIGH,YES,RSA,YES,YES,
938681,2048,8,1,6,RSA,web,A,HIGH,YES,RSA,YES,NO,YES
114852,59,7,2,1,AES,web,D,HIGH,,RSA,,NO,NO
99236,256,8,2,9,ECDHE,MIX,C,LOW,YES,RSA,,YES,NO
979034,2048,9,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
94389,2048,8,3,6,RSA,STANDALONE,C,HIGH,,RSA,,YES,
110572,0,10,1,1,AES,STANDALONE,A,HIGH,,RSA,,NO,NO
98795,733,10,3,12,RSA,MIX,B,MEDIUM,YES,RSA,YES,YES,
99817,0,8,3,9,ECDHE,STANDALONE,C,LOW,NO,RSA,YES,YES,NO
945,0,10,1,9,ECDHE,MIX,B,LOW,YES,RSA,,NO,YES
593,256,9,2,9,AES,MIX,C,LOW,NO,RSA,,NO,
917393,0,9,2,6,RSA,MIX,D,HIGH,YES,RSA,,NO,YES
4295,2048,9,2,6,RSA,web,D,HIGH,YES,RSA,,NO,NO
99484,1024,9,3,12,RSA,MIX,B,MEDIUM,YES,RSA,YES,YES,NO
2676,0,10,2,12,ECDHE,MIX,B,LOW,NO,RSA,NO,NO,YES
123467,185,9,2,9,AES,STANDALONE,B,MEDIUM,,RSA,NO,NO,
29307,0,9,3,12,ECDHE,web,B,MEDIUM,NO,RSA,NO,YES,
5142998,0,10,1,9,ECDHE,web,C,HIGH,YES,RSA,,NO,YES
7990,760,9,1,6,AES,web,B,HIGH,YES,RSA,,NO,YES
1509,2048,9,2,9,AES,MIX,D,LOW,YES,RSA,,NO,
173294,0,7,2,9,ECDHE,STANDALONE,C,MEDIUM,,RSA,,NO,NO
4176,256,9,2,6,AES,STANDALONE,B,HIGH,NO,RSA,NO,YES,YES
83541,0,7,3,9,DES,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
97021,0,8,3,11,ECDHE,MIX,C,LOW,NO,RSA,NO,YES,NO
122736,117,8,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,,YES,
122164,3792,10,3,9,RSA,MIX,B,LOW,YES,RSA,NO,NO,YES
3593,0,8,2,6,ECDHE,MIX,B,LOW,NO,RSA,YES,YES,YES
20923,0,10,2,9,AES,MIX,D,LOW,NO,RSA,,NO,
89729,3163,10,1,6,RSA,web,A,HIGH,YES,RSA,,NO,YES
99913,4096,10,2,9,RSA,web,A,HIGH,YES,RSA,,NO,
8958,0,8,2,10,RSA,STANDALONE,B,LOW,NO,RSA,NO,YES,
9324676,0,8,2,9,ECDHE,STANDALONE,D,MEDIUM,YES,RSA,NO,NO,NO
56197,2048,9,3,9,RSA,web,C,LOW,YES,RSA,,YES,
9985324,2598,8,3,6,RSA,web,D,MEDIUM,,RSA,NO,YES,
1681539,924,9,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
664456,1592,7,2,1,RSA,web,D,HIGH,,RSA,,NO,NO
384157,0,8,2,12,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,
868373,98,8,2,6,RSA,web,D,MEDIUM,YES,RSA,NO,YES,
116681,0,7,2,9,ECDHE,STANDALONE,B,MEDIUM,,RSA,,NO,NO
885,2048,10,2,9,RSA,web,D,HIGH,YES,RSA,NO,NO,NO
99552,233,8,2,9,RSA,MIX,C,MEDIUM,NO,RSA,NO,YES,
3580931,0,8,2,2,AES,web,D,HIGH,YES,RSA,,NO,NO
88605,1024,8,2,6,RSA,MIX,B,HIGH,,RSA,,NO,NO
1652,0,8,3,9,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,NO
60665,319,9,1,9,ECDHE,web,B,LOW,NO,RSA,NO,NO,YES
99934,2815,8,2,9,AES,STANDALONE,C,HIGH,NO,RSA,,NO,NO
2038,2048,10,1,9,RSA,web,A,HIGH,YES,RSA,NO,NO,YES
123477,207,9,2,12,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,NO,NO,YES
4105,63,10,1,6,ECDHE,web,B,LOW,NO,RSA,,YES,YES
2746,834,10,2,11,RSA,STANDALONE,A,LOW,NO,RSA,,YES,NO
8635,1452,10,2,9,RSA,MIX,B,HIGH,YES,RSA,NO,YES,YES
1509,2048,9,2,9,RSA,web,D,LOW,YES,RSA,,YES,YES
2645,256,9,2,9,AES,MIX,B,MEDIUM,YES,RSA,NO,YES,NO
69766,2048,8,1,1,AES,web,A,HIGH,NO,RSA,,NO,NO
8561115,2048,8,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
3173,888,9,1,7,RSA,web,B,HIGH,YES,RSA,YES,YES,YES
118974,2048,9,2,9,RSA,STANDALONE,C,HIGH,NO,RSA,,NO,NO
95209,3088,9,2,6,RSA,web,C,MEDIUM,YES,RSA,,NO,YES
7583,680,8,2,12,RSA,MIX,B,LOW,YES,RSA,NO,YES,
3664913,2535,10,2,7,ECDHE,web,D,HIGH,YES,RSA,,NO,
110196,1024,10,1,1,AES,web,A,HIGH,,RSA,,NO,YES
19261,0,8,2,9,ECDHE,MIX,A,LOW,YES,RSA,NO,YES,NO
8136707,256,9,2,12,ECDHE,STANDALONE,A,LOW,YES,RSA,YES,YES,
8747,1024,8,2,12,ECDHE,MIX,B,LOW,YES,RSA,,NO,NO
4724,286,8,2,6,RSA,MIX,B,HIGH,,RSA,,NO,NO
429207,1889,7,2,9,AES,MIX,B,MEDIUM,YES,RSA,YES,YES,NO
123467,3860,8,2,12,RSA,MIX,C,HIGH,YES,RSA,YES,NO,NO
3467458,240,9,2,6,RSA,web,B,MEDIUM,,RSA,,YES,YES
9767,50,9,2,12,DES,MIX,B,MEDIUM,YES,RSA,YES,YES,
123458,804,8,2,12,ECDHE,MIX,C,MEDIUM,NO,RSA,YES,YES,YES
9965457,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,,RSA,YES,YES,
85623,1159,10,1,8,ECDHE,web,A,LOW,YES,RSA,,NO,YES
99015,0,8,2,6,AES,web,D,HIGH,NO,RSA,YES,NO,NO
1980,0,9,2,6,ECDHE,MIX,D,LOW,YES,RSA,YES,YES,NO
4056,0,9,1,9,DES,MIX,A,HIGH,NO,RSA,NO,YES,YES
45116,183,8,1,9,RSA,web,A,HIGH,NO,RSA,NO,NO,YES
99089,256,9,2,6,AES,MIX,B,MEDIUM,YES,RSA,,YES,NO
188834,758,9,2,12,ECDHE,MIX,A,MEDIUM,YES,RSA,,YES,
123469,256,9,3,9,RSA,STANDALONE,C,LOW,YES,RSA,NO,YES,
99199,324,9,3,12,ECDHE,STANDALONE,C,LOW,YES,RSA,NO,YES,
5964,256,8,1,1,AES,web,B,LOW,,RSA,,NO,NO
947180,0,10,2,6,ECDHE,web,B,HIGH,YES,RSA,,NO,YES
3271,813,10,1,9,RSA,MIX,B,HIGH,NO,RSA,NO,NO,NO
123460,0,9,1,6,ECDHE,web,D,HIGH,YES,RSA,NO,YES,NO
123467,2048,10,2,9,RSA,web,A,HIGH,YES,RSA,,YES,YES
92475,681,8,2,11,DES,STANDALONE,C,LOW,YES,RSA,NO,YES,YES
7288,171,8,2,5,AES,MIX,D,LOW,NO,RSA,,NO,YES
74190,1024,10,1,8,ECDHE,web,B,LOW,YES,RSA,,NO,YES
123464,0,9,2,9,AES,MIX,D,HIGH,NO,RSA,YES,YES,NO
111259,256,8,3,9,RSA,STANDALONE,C,MEDIUM,,RSA,YES,YES,NO
4298,2048,8,2,6,RSA,web,D,HIGH,NO,RSA,NO,NO,NO
719644,1022,9,2,6,RSA,MIX,A,MEDIUM,,RSA,NO,NO,NO
3068,0,10,2,12,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,NO
8282,0,9,2,12,ECDHE,MIX,A,LOW,YES,RSA,YES,YES,NO
788806,2048,9,3,9,RSA,web,C,HIGH,YES,RSA,,YES,NO
12,256,10,1,1,AES,web,A,HIGH,NO,RSA,,NO,YES
89399,958,10,2,9,RSA,web,A,LOW,YES,RSA,NO,NO,YES
4036,2048,8,3,9,RSA,web,C,LOW,YES,RSA,NO,YES,NO
88700,0,8,2,1,ECDHE,web,A,HIGH,NO,RSA,YES,YES,NO
222981,0,8,2,6,AES,web,D,HIGH,NO,RSA,,NO,NO
2722,2048,7,2,9,RSA,web,D,MEDIUM,NO,RSA,YES,YES,YES
7905831,4096,9,1,9,RSA,web,A,HIGH,YES,RSA,,NO,YES
99843,0,7,3,12,ECDHE,STANDALONE,C,LOW,YES,RSA,YES,YES,
2407,2911,9,2,6,AES,web,B,HIGH,NO,RSA,,NO,
2932,608,8,2,10,AES,MIX,B,LOW,YES,RSA,NO,YES,NO
