Application,App_type,Algo,Frequency,key size,Data Sensisitivity,arch flexibility,third party used,is third party quantum safe,data trans(algo),data self life,migration,vendor pqc compliant,vendor supply time
C,web,RSA,398116,2913,LOW,YES,YES,,RSA,10,3,,10
C,web,ECDHE,1243284,4096,MEDIUM,YES,NO,NO,RSA,8,2,,2
B,STANDALONE,RSA,2287933,756,HIGH,,NO,,RSA,10,3,,12
D,MIX,AES,16772204,719,HIGH,,YES,YES,RSA,10,1,,1
B,web,DES,4442636,3428,HIGH,YES,YES,YES,RSA,10,2,,9
B,MIX,RSA,9320705,1471,HIGH,YES,NO,,RSA,10,3,NO,4
A,web,ECDHE,16494304,230,MEDIUM,YES,YES,,RSA,10,3,NO,5
A,web,RSA,7173397,3308,HIGH,NO,YES,YES,RSA,9,1,,1
D,web,DES,6438618,1857,HIGH,,NO,,RSA,9,2,YES,3
C,MIX,ECDHE,1021392,525,MEDIUM,NO,NO,YES,RSA,9,2,YES,1
B,web,AES,166289,0,HIGH,YES,NO,NO,RSA,10,2,NO,5
C,web,AES,13488967,4096,HIGH,NO,YES,,RSA,10,3,,11
B,MIX,DES,2245725,1883,HIGH,YES,YES,,RSA,7,2,,6
A,web,ECDHE,846618,1534,HIGH,NO,NO,NO,RSA,8,2,,1
C,MIX,RSA,10567268,1573,MEDIUM,,YES,,RSA,10,3,,4
D,web,AES,1701271,1777,HIGH,,YES,YES,RSA,8,2,,9
B,STANDALONE,RSA,11741940,1121,MEDIUM,,YES,,RSA,8,3,YES,3
D,MIX,RSA,6795409,3404,MEDIUM,YES,NO,,RSA,9,3,YES,1
A,MIX,RSA,731162,4096,MEDIUM,NO,NO,,RSA,10,2,,3
A,MIX,RSA,10507399,4096,MEDIUM,,YES,,RSA,10,1,NO,1
C,web,ECDHE,7189360,1732,MEDIUM,YES,NO,NO,RSA,7,1,NO,12
A,STANDALONE,ECDHE,7838191,3662,HIGH,YES,YES,NO,RSA,10,3,,11
B,STANDALONE,RSA,1884433,1135,LOW,NO,YES,,RSA,10,1,YES,9
D,STANDALONE,RSA,1457673,4096,MEDIUM,YES,YES,,RSA,8,3,,1
B,web,ECDHE,46073,1581,LOW,,YES,NO,RSA,10,2,NO,7
B,STANDALONE,AES,9313149,4096,MEDIUM,YES,NO,NO,RSA,10,3,NO,1
C,MIX,RSA,7070574,391,MEDIUM,NO,YES,NO,RSA,10,3,,1
B,STANDALONE,AES,11123568,111,MEDIUM,YES,YES,,RSA,10,3,,1
A,STANDALONE,DES,8954333,0,LOW,,YES,NO,RSA,9,2,YES,6
B,web,ECDHE,13749638,1801,LOW,YES,YES,,RSA,10,1,YES,1
C,MIX,ECDHE,5335996,1965,HIGH,YES,YES,,RSA,9,2,NO,5
A,web,AES,749316,1536,HIGH,NO,NO,,RSA,10,2,NO,1
C,STANDALONE,RSA,178237,4096,LOW,NO,YES,,RSA,10,3,NO,12
C,MIX,RSA,1505646,1238,HIGH,YES,NO,NO,RSA,7,2,NO,7
C,MIX,RSA,6286583,2110,HIGH,NO,YES,YES,RSA,10,2,NO,1
B,web,RSA,8744978,762,LOW,,NO,NO,RSA,10,3,NO,1
B,STANDALONE,ECDHE,4035121,2085,LOW,,YES,NO,RSA,9,3,,5
B,web,RSA,14527800,98,MEDIUM,YES,YES,,RSA,10,2,,12
B,web,AES,9417055,1616,LOW,NO,YES,YES,RSA,8,3,NO,1
B,STANDALONE,RSA,10690774,1162,HIGH,,YES,,RSA,10,3,,1
B,STANDALONE,AES,9777181,2350,LOW,NO,YES,YES,RSA,10,2,,7
C,MIX,RSA,3076387,2892,HIGH,NO,NO,NO,RSA,9,2,NO,1
B,STANDALONE,RSA,7205876,4096,LOW,NO,NO,,RSA,9,3,YES,9
B,STANDALONE,RSA,12691442,0,MEDIUM,NO,YES,NO,RSA,10,2,NO,6
C,web,ECDHE,5392263,3080,MEDIUM,YES,YES,,RSA,7,3,NO,4
B,web,DES,2685548,46,HIGH,YES,YES,NO,RSA,10,3,,12
B,web,ECDHE,12758090,1170,MEDIUM,NO,YES,,RSA,8,3,NO,5
A,web,RSA,16416401,516,HIGH,,YES,,RSA,10,3,,1
C,web,AES,11983166,0,LOW,,YES,,RSA,10,3,,4
A,MIX,ECDHE,9778456,0,HIGH,YES,YES,,RSA,7,3,YES,11
B,STANDALONE,RSA,6719668,1991,MEDIUM,,YES,NO,RSA,10,2,NO,1
B,web,RSA,13279427,0,LOW,,YES,NO,RSA,10,3,,10
B,MIX,DES,9880078,604,LOW,NO,NO,NO,RSA,8,2,,10
A,MIX,AES,4742071,3752,HIGH,,YES,,RSA,8,3,YES,10
D,STANDALONE,RSA,11776134,4096,LOW,,NO,,RSA,10,2,,12
A,web,AES,13906559,2727,HIGH,YES,YES,,RSA,10,2,,12
C,STANDALONE,RSA,823277,1461,LOW,,NO,NO,RSA,10,3,,9
C,STANDALONE,ECDHE,13008731,1589,LOW,NO,NO,,RSA,10,1,NO,4
C,STANDALONE,ECDHE,13830008,0,HIGH,,YES,,RSA,10,3,NO,12
C,STANDALONE,RSA,3941135,3158,LOW,,YES,YES,RSA,8,3,,1
A,STANDALONE,ECDHE,8110556,2484,LOW,YES,NO,,RSA,8,3,NO,1
A,web,AES,7408091,1175,HIGH,YES,YES,,RSA,10,2,,1
C,STANDALONE,RSA,8933186,178,MEDIUM,YES,NO,NO,RSA,10,3,NO,12
A,MIX,RSA,2163030,1694,LOW,YES,YES,,RSA,10,3,,12
B,MIX,ECDHE,3813471,1730,MEDIUM,YES,YES,YES,RSA,10,3,,1
C,STANDALONE,ECDHE,7970493,1582,HIGH,NO,YES,,RSA,8,3,NO,1
D,STANDALONE,RSA,904916,1914,MEDIUM,,YES,,RSA,10,2,YES,9
B,STANDALONE,ECDHE,12743380,55,LOW,NO,YES,,RSA,8,3,YES,2
C,STANDALONE,RSA,11480303,1921,HIGH,YES,YES,YES,RSA,10,3,,7
A,MIX,AES,6494818,3906,LOW,NO,YES,YES,RSA,10,3,,7
B,web,ECDHE,10332393,2342,LOW,YES,YES,NO,RSA,10,3,NO,2
D,web,RSA,11121126,616,LOW,,NO,,RSA,9,3,,2
B,STANDALONE,RSA,5998319,831,LOW,,YES,,RSA,9,1,NO,4
B,web,AES,8041594,4096,HIGH,YES,YES,,RSA,10,3,NO,1
A,MIX,ECDHE,10474395,1444,LOW,,YES,,RSA,10,1,YES,6
C,MIX,ECDHE,11640754,2163,MEDIUM,,YES,,RSA,7,2,,1
C,web,RSA,12677533,4096,MEDIUM,YES,YES,,RSA,9,3,YES,12
B,STANDALONE,ECDHE,6097871,1211,LOW,,YES,NO,RSA,10,2,NO,5
C,STANDALONE,ECDHE,9033134,63,HIGH,,YES,,RSA,10,1,YES,4
B,web,AES,9869275,2226,HIGH,YES,YES,,RSA,10,2,YES,5
C,web,RSA,3196272,3178,MEDIUM,NO,YES,YES,RSA,10,3,NO,9
D,MIX,RSA,2275375,444,LOW,NO,NO,,RSA,7,3,,1
B,web,RSA,4551410,1219,LOW,,YES,NO,RSA,8,3,,9
C,web,ECDHE,14581806,412,MEDIUM,YES,YES,,RSA,10,3,NO,2
D,web,RSA,15191147,854,HIGH,,NO,YES,RSA,7,3,YES,9
B,web,RSA,3469413,2476,HIGH,,YES,,RSA,9,3,,1
B,web,RSA,4471967,1168,HIGH,YES,NO,,RSA,10,3,,5
C,MIX,RSA,16522865,473,MEDIUM,,YES,,RSA,7,2,,10
B,MIX,AES,2879817,0,MEDIUM,NO,YES,,RSA,10,3,NO,8
A,MIX,ECDHE,11460079,1123,HIGH,,NO,,RSA,10,3,NO,2
A,web,RSA,536594,1636,MEDIUM,NO,YES,,RSA,10,3,NO,1
B,STANDALONE,RSA,9339466,290,MEDIUM,,YES,,RSA,8,2,NO,11
B,MIX,AES,2955098,708,HIGH,YES,YES,,RSA,7,2,,1
C,web,ECDHE,8255465,2938,HIGH,YES,YES,,RSA,10,3,YES,6
B,web,AES,9190635,1636,LOW,YES,NO,,RSA,10,3,NO,6
B,web,RSA,16772109,2116,MEDIUM,YES,YES,NO,RSA,7,3,,12
B,MIX,ECDHE,1800361,1234,LOW,,YES,,RSA,7,3,YES,1
A,web,ECDHE,13533005,0,LOW,NO,YES,,RSA,9,3,,1
B,MIX,ECDHE,7703814,844,MEDIUM,,YES,,RSA,7,3,,12
C,STANDALONE,ECDHE,8486750,0,MEDIUM,NO,YES,YES,RSA,10,3,,1
D,web,AES,8436725,839,LOW,,NO,NO,RSA,10,2,NO,6
C,STANDALONE,RSA,11518583,994,LOW,YES,YES,,RSA,10,3,,12
B,web,DES,8030932,1882,MEDIUM,NO,YES,,RSA,10,2,YES,1
B,web,RSA,8064527,643,HIGH,,NO,,RSA,10,2,YES,1
C,STANDALONE,AES,15314244,1025,LOW,NO,NO,YES,RSA,10,3,NO,10
B,MIX,RSA,13974700,1228,LOW,YES,YES,,RSA,10,3,,3
A,STANDALONE,ECDHE,15229317,0,MEDIUM,NO,YES,,RSA,10,3,NO,1
A,MIX,AES,7258155,1552,LOW,NO,YES,,RSA,7,3,NO,2
A,MIX,DES,1868623,1570,LOW,,NO,,RSA,7,3,,12
B,STANDALONE,ECDHE,1795842,1801,HIGH,YES,YES,YES,RSA,7,3,,1
C,web,AES,8338000,1125,LOW,,NO,,RSA,9,3,NO,1
B,web,DES,11901214,1521,HIGH,,YES,NO,RSA,10,2,,1
C,MIX,RSA,11574504,3156,LOW,NO,YES,NO,RSA,10,3,,12
C,MIX,AES,3128762,1500,MEDIUM,,YES,,RSA,10,1,NO,12
A,MIX,AES,15463592,3644,HIGH,,YES,,RSA,8,3,YES,1
A,STANDALONE,RSA,8183871,4096,HIGH,NO,YES,YES,RSA,7,3,YES,1
B,STANDALONE,ECDHE,1943613,0,LOW,YES,NO,NO,RSA,10,3,NO,4
C,STANDALONE,RSA,476909,1287,MEDIUM,NO,YES,NO,RSA,10,2,NO,5
B,STANDALONE,RSA,7753590,737,LOW,,YES,,RSA,7,3,,12
B,MIX,ECDHE,4195480,2883,LOW,NO,YES,,RSA,10,3,YES,2
A,MIX,ECDHE,11007474,3555,LOW,NO,NO,,RSA,10,3,,1
B,STANDALONE,ECDHE,2993894,0,MEDIUM,YES,YES,,RSA,10,3,YES,1
B,web,ECDHE,929841,4057,LOW,,YES,,RSA,7,1,,1
C,STANDALONE,RSA,12097120,1031,LOW,NO,YES,YES,RSA,10,1,,5
C,web,DES,4876485,1556,LOW,YES,YES,NO,RSA,10,3,NO,7
B,MIX,RSA,5412115,1833,MEDIUM,NO,YES,,RSA,7,1,YES,1
B,MIX,RSA,12212026,4096,HIGH,NO,YES,,RSA,10,3,,1
C,STANDALONE,RSA,1967091,778,LOW,,YES,NO,RSA,7,2,,11
D,web,ECDHE,1746028,1470,LOW,YES,YES,,RSA,7,2,,4
A,MIX,ECDHE,2966805,904,HIGH,NO,YES,,RSA,10,1,,7
B,STANDALONE,ECDHE,8651273,1470,HIGH,,YES,,RSA,10,3,,12
B,STANDALONE,RSA,8387664,1823,LOW,NO,NO,,RSA,10,3,,1
A,web,ECDHE,14209699,2036,HIGH,YES,YES,,RSA,9,2,NO,12
C,STANDALONE,RSA,458809,0,HIGH,NO,NO,,RSA,10,3,,6
B,MIX,AES,10331083,621,HIGH,YES,YES,YES,RSA,8,3,,11
D,STANDALONE,RSA,5998135,1047,LOW,YES,YES,,RSA,10,3,NO,8
C,MIX,ECDHE,9601032,3729,HIGH,,YES,,RSA,10,3,NO,10
C,MIX,ECDHE,4774013,4096,HIGH,YES,YES,,RSA,10,2,NO,1
C,web,ECDHE,178350,664,HIGH,YES,YES,,RSA,10,1,,8
B,web,AES,5210384,0,HIGH,,NO,NO,RSA,8,3,,1
B,web,ECDHE,7783629,253,LOW,NO,YES,,RSA,8,3,NO,1
C,STANDALONE,ECDHE,15052980,0,LOW,YES,YES,,RSA,10,3,,5
C,MIX,AES,7570432,1504,HIGH,NO,YES,,RSA,9,3,NO,7
C,MIX,ECDHE,6455079,1785,LOW,,YES,,RSA,7,3,NO,6
B,STANDALONE,ECDHE,3563423,383,HIGH,,NO,,RSA,10,1,,10
B,MIX,AES,16431340,4096,LOW,YES,NO,YES,RSA,9,3,NO,1
C,MIX,RSA,4590367,746,LOW,YES,YES,,RSA,10,1,YES,1
A,web,ECDHE,11807595,358,LOW,,NO,,RSA,8,2,YES,4
A,web,RSA,5220793,1196,LOW,,YES,,RSA,9,3,NO,4
B,MIX,ECDHE,7773491,1597,LOW,YES,YES,,RSA,9,3,,5
C,STANDALONE,DES,2279670,1152,LOW,,YES,,RSA,9,3,,5
A,STANDALONE,ECDHE,10972434,0,LOW,NO,YES,YES,RSA,10,1,,12
B,STANDALONE,DES,13174385,0,LOW,YES,NO,,RSA,10,2,,2
D,MIX,ECDHE,7303428,1235,HIGH,NO,NO,,RSA,10,2,,1
A,MIX,RSA,14057033,0,MEDIUM,YES,YES,NO,RSA,10,3,YES,7
C,STANDALONE,RSA,7932479,1177,LOW,NO,YES,,RSA,8,2,,1
C,MIX,ECDHE,12345698,4096,HIGH,,YES,,RSA,7,3,YES,1
B,STANDALONE,ECDHE,8025008,992,MEDIUM,YES,YES,YES,RSA,10,3,NO,12
B,STANDALONE,ECDHE,9073350,1266,MEDIUM,,YES,NO,RSA,7,3,,10
C,STANDALONE,RSA,5011824,1323,HIGH,YES,YES,,RSA,10,2,NO,1
C,STANDALONE,RSA,9693872,128,HIGH,,YES,,RSA,10,1,NO,12
B,MIX,AES,9349764,1077,LOW,,NO,YES,RSA,8,3,NO,4
B,web,AES,81046,155,HIGH,,NO,,RSA,10,2,YES,1
C,STANDALONE,AES,7536058,764,HIGH,YES,YES,,RSA,7,3,,1
B,web,ECDHE,9802233,4096,MEDIUM,,YES,,RSA,10,3,YES,1
B,STANDALONE,AES,11633588,1657,HIGH,YES,YES,,RSA,10,3,YES,12
B,MIX,DES,12987264,249,HIGH,,YES,,RSA,10,3,,1
B,MIX,DES,9447772,4096,MEDIUM,YES,YES,,RSA,10,3,NO,1
C,MIX,RSA,13094094,3276,HIGH,YES,YES,NO,RSA,10,3,,1
C,web,RSA,5001461,674,LOW,NO,YES,NO,RSA,10,2,,8
B,web,ECDHE,12262890,1560,LOW,,NO,,RSA,8,3,,1
A,MIX,AES,10676982,4096,HIGH,,YES,YES,RSA,10,3,YES,5
D,MIX,ECDHE,12832179,3332,LOW,NO,YES,NO,RSA,10,2,,7
D,MIX,ECDHE,15779992,867,HIGH,YES,NO,NO,RSA,10,3,,1
C,web,RSA,2441287,4096,HIGH,YES,NO,,RSA,10,2,,3
A,MIX,RSA,14247645,3450,LOW,YES,YES,NO,RSA,10,1,NO,6
B,MIX,AES,6640241,800,LOW,YES,NO,NO,RSA,10,3,,1
B,web,RSA,12318544,1884,MEDIUM,YES,NO,NO,RSA,10,3,,1
D,web,ECDHE,15291115,4077,LOW,,YES,NO,RSA,8,3,,7
A,STANDALONE,RSA,4783329,1200,HIGH,YES,NO,,RSA,7,3,,10
D,MIX,ECDHE,9743882,0,HIGH,YES,YES,,RSA,10,2,NO,3
B,web,RSA,8207557,4096,MEDIUM,NO,YES,,RSA,10,1,,2
A,STANDALONE,ECDHE,2516285,2695,HIGH,YES,NO,,RSA,10,3,,7
C,web,RSA,713601,4096,MEDIUM,YES,YES,,RSA,10,2,,3
B,web,RSA,11482621,946,MEDIUM,,NO,YES,RSA,10,3,YES,1
A,web,ECDHE,1809200,467,LOW,,YES,NO,RSA,10,3,NO,9
D,STANDALONE,ECDHE,4944530,4096,MEDIUM,YES,YES,,RSA,9,2,YES,10
A,MIX,DES,2800846,1454,HIGH,NO,YES,NO,RSA,10,1,NO,1
D,STANDALONE,ECDHE,3611419,1536,MEDIUM,,YES,,RSA,7,2,,10
D,MIX,AES,11887875,4096,HIGH,YES,YES,,RSA,10,1,,1
B,web,AES,9645418,622,MEDIUM,YES,YES,YES,RSA,10,3,YES,9
C,STANDALONE,ECDHE,1275212,0,MEDIUM,,NO,,RSA,10,1,,1
D,web,RSA,8612634,0,HIGH,YES,YES,,RSA,10,3,YES,1
B,STANDALONE,RSA,4122205,3031,HIGH,NO,NO,YES,RSA,10,2,,1
A,MIX,ECDHE,4385052,1508,MEDIUM,NO,YES,NO,RSA,8,2,NO,8
B,MIX,ECDHE,13367644,1085,HIGH,YES,NO,NO,RSA,9,2,YES,3
C,MIX,RSA,6052642,2499,MEDIUM,NO,YES,,RSA,8,2,,11
B,web,ECDHE,10115740,0,LOW,,YES,,RSA,10,3,YES,6
B,STANDALONE,RSA,12120260,101,HIGH,,YES,,RSA,10,1,NO,12
B,web,ECDHE,1525263,0,HIGH,NO,NO,,RSA,9,3,,2
B,STANDALONE,RSA,14302361,13,MEDIUM,YES,NO,YES,RSA,9,2,,4
B,MIX,RSA,673122,1598,MEDIUM,NO,YES,,RSA,10,1,NO,1
A,MIX,AES,8533411,692,LOW,,YES,,RSA,9,3,NO,12
B,MIX,ECDHE,10218200,2134,LOW,YES,NO,,RSA,10,2,,1
B,MIX,RSA,16088181,929,LOW,YES,YES,,RSA,9,2,,4
C,STANDALONE,RSA,9994712,1246,MEDIUM,,NO,,RSA,10,3,NO,5
B,STANDALONE,ECDHE,10276377,4096,MEDIUM,,NO,NO,RSA,7,2,NO,4
B,MIX,RSA,1623360,1690,HIGH,,YES,NO,RSA,9,3,,12
B,STANDALONE,RSA,10807395,999,HIGH,YES,NO,YES,RSA,10,3,YES,3
B,web,RSA,753315,1412,HIGH,,NO,,RSA,9,3,,2
C,web,AES,8700384,626,HIGH,,YES,,RSA,10,3,,4
C,web,ECDHE,7310420,0,HIGH,YES,NO,NO,RSA,10,3,,7
B,web,RSA,14966927,2027,MEDIUM,NO,YES,,RSA,9,2,,5
C,MIX,RSA,2928881,0,LOW,YES,NO,,RSA,8,3,,2
B,MIX,RSA,10933578,283,LOW,YES,YES,,RSA,9,2,NO,1
C,STANDALONE,ECDHE,7165155,4096,MEDIUM,,YES,,RSA,10,3,NO,8
B,STANDALONE,ECDHE,1378607,1488,MEDIUM,NO,YES,,RSA,9,3,NO,12
A,MIX,AES,8947433,0,MEDIUM,,YES,,RSA,9,2,,12
C,web,RSA,12303657,1136,MEDIUM,YES,YES,,RSA,10,3,,2
C,web,ECDHE,13262921,0,HIGH,YES,YES,NO,RSA,10,3,,4
D,STANDALONE,RSA,5989863,1354,MEDIUM,NO,YES,,RSA,10,1,,3
B,STANDALONE,RSA,3967286,3292,MEDIUM,,NO,NO,RSA,10,3,,10
A,STANDALONE,RSA,1974625,3509,LOW,YES,NO,NO,RSA,10,3,,7
D,web,DES,6882016,388,MEDIUM,YES,NO,NO,RSA,10,3,,7
C,web,AES,13520274,1431,HIGH,YES,YES,NO,RSA,10,3,,6
A,MIX,RSA,16012504,1855,LOW,NO,YES,NO,RSA,8,3,,12
C,MIX,ECDHE,7850449,0,HIGH,YES,YES,,RSA,10,3,NO,1
A,web,RSA,154804,1001,MEDIUM,,YES,NO,RSA,10,3,,1
A,web,RSA,12569128,2120,MEDIUM,YES,YES,,RSA,10,3,NO,4
D,web,RSA,13507082,4096,LOW,NO,YES,NO,RSA,9,3,,5
B,web,AES,10955280,1916,HIGH,,YES,,RSA,7,2,,12
A,web,AES,4068741,817,LOW,NO,YES,YES,RSA,10,3,,1
A,MIX,RSA,6763181,699,LOW,YES,YES,YES,RSA,8,3,,4
C,STANDALONE,DES,2339560,632,HIGH,YES,YES,,RSA,10,3,NO,10
B,MIX,ECDHE,14257389,1873,LOW,YES,NO,,RSA,10,3,YES,1
D,web,ECDHE,14522278,1215,HIGH,NO,NO,,RSA,10,3,,12
A,STANDALONE,RSA,12345846,4096,MEDIUM,,NO,,RSA,10,3,YES,1
B,MIX,ECDHE,7445552,1028,LOW,NO,NO,,RSA,10,3,NO,1
B,STANDALONE,RSA,10066809,3192,LOW,NO,YES,,RSA,10,3,,1
B,MIX,RSA,9260652,1715,MEDIUM,YES,YES,YES,RSA,10,2,,12
B,MIX,AES,5517450,3264,LOW,NO,NO,YES,RSA,10,3,NO,11
A,STANDALONE,ECDHE,8595674,0,MEDIUM,NO,YES,,RSA,10,3,,6
D,MIX,ECDHE,3030537,2091,LOW,NO,YES,,RSA,8,1,YES,2
B,MIX,RSA,4317605,2089,HIGH,YES,YES,,RSA,10,2,NO,1
D,STANDALONE,ECDHE,13541979,668,LOW,NO,NO,NO,RSA,10,2,,7
B,MIX,AES,4342997,3386,LOW,,NO,,RSA,9,1,YES,2
D,STANDALONE,ECDHE,15262855,0,MEDIUM,NO,YES,,RSA,7,3,,1
C,MIX,RSA,7453196,1054,LOW,NO,NO,,RSA,10,1,YES,5
B,STANDALONE,RSA,8980697,251,LOW,,YES,NO,RSA,10,3,YES,11
B,web,DES,7183371,280,LOW,,NO,,RSA,9,3,,2
C,MIX,ECDHE,701738,462,LOW,,NO,,RSA,10,2,NO,5
B,STANDALONE,RSA,4917546,1703,HIGH,YES,YES,,RSA,7,1,NO,11
B,web,RSA,15408329,508,MEDIUM,,YES,YES,RSA,10,3,,3
B,MIX,RSA,5906994,1064,HIGH,,NO,NO,RSA,7,3,,4
B,web,RSA,4070140,0,HIGH,,YES,,RSA,10,3,YES,3
C,STANDALONE,ECDHE,13544450,0,HIGH,NO,NO,,RSA,10,3,NO,9
C,STANDALONE,RSA,10817099,1628,LOW,YES,YES,,RSA,9,2,,1
A,STANDALONE,RSA,73077,0,MEDIUM,NO,YES,,RSA,8,3,,12
C,web,RSA,12929873,241,LOW,NO,YES,,RSA,9,3,,10
B,web,RSA,2491964,1057,LOW,YES,NO,,RSA,10,3,,11
B,web,AES,5592892,4096,MEDIUM,YES,YES,,RSA,7,3,,7
C,web,RSA,8395615,436,LOW,YES,YES,,RSA,10,3,,7
C,MIX,RSA,5625368,1727,MEDIUM,NO,NO,,RSA,10,3,,1
B,MIX,ECDHE,3417316,0,HIGH,YES,YES,,RSA,10,3,YES,1
C,web,RSA,7660738,567,LOW,YES,YES,NO,RSA,9,3,NO,1
C,MIX,AES,1838907,574,MEDIUM,NO,YES,,RSA,9,3,YES,5
B,MIX,RSA,11487722,0,LOW,,YES,,RSA,9,3,,3
B,web,ECDHE,14330050,351,LOW,NO,NO,NO,RSA,9,3,NO,1
D,web,ECDHE,3711057,263,HIGH,NO,YES,,RSA,10,3,NO,8
B,STANDALONE,AES,11990295,476,HIGH,YES,YES,YES,RSA,7,3,,7
C,web,RSA,14793956,1499,LOW,NO,YES,YES,RSA,7,3,,8
C,web,AES,13869321,4096,LOW,,YES,,RSA,9,2,,2
C,web,ECDHE,13305929,1664,HIGH,YES,YES,YES,RSA,10,3,NO,3
B,web,ECDHE,3887285,771,MEDIUM,,YES,,RSA,10,2,,1
B,web,ECDHE,14891078,362,LOW,NO,YES,NO,RSA,10,3,NO,12
B,web,RSA,1884311,0,MEDIUM,YES,YES,,RSA,10,1,NO,8
D,MIX,RSA,16153729,1231,LOW,YES,NO,,RSA,10,3,NO,4
A,web,ECDHE,7206441,74,LOW,NO,YES,,RSA,10,3,YES,3
B,STANDALONE,AES,14653896,517,MEDIUM,,YES,,RSA,9,3,,11
B,STANDALONE,ECDHE,14811983,731,LOW,,NO,,RSA,10,3,NO,1
C,MIX,RSA,15016326,1988,LOW,YES,YES,,RSA,10,3,NO,4
A,MIX,RSA,7378963,4096,HIGH,YES,YES,,RSA,10,2,NO,1
A,MIX,RSA,11555651,2151,HIGH,YES,NO,,RSA,10,1,,12
C,STANDALONE,RSA,16417050,2661,LOW,,YES,,RSA,10,3,,12
C,STANDALONE,ECDHE,1292667,1185,HIGH,,YES,YES,RSA,8,1,NO,3
B,STANDALONE,AES,2172866,2477,MEDIUM,,YES,,RSA,9,2,YES,1
D,web,RSA,10213344,3971,HIGH,YES,NO,,RSA,7,3,NO,1
B,MIX,ECDHE,1748766,1366,LOW,YES,NO,,RSA,8,2,NO,1
B,web,ECDHE,5793330,4096,HIGH,,NO,,RSA,7,3,,7
B,web,ECDHE,16231138,0,MEDIUM,YES,YES,NO,RSA,10,3,YES,4
D,web,RSA,15076231,1867,HIGH,,YES,,RSA,10,3,NO,1
B,MIX,RSA,4508673,670,MEDIUM,,YES,YES,RSA,7,1,,11
C,web,RSA,10912357,1005,MEDIUM,,YES,YES,RSA,10,3,,11
C,STANDALONE,ECDHE,13039099,0,MEDIUM,NO,NO,,RSA,9,1,,4
A,web,ECDHE,1862206,0,HIGH,YES,NO,YES,RSA,10,2,,2
B,web,ECDHE,15729577,1659,LOW,,YES,YES,RSA,7,2,,7
C,web,RSA,6920045,854,MEDIUM,YES,YES,,RSA,9,1,,12
B,web,DES,11954356,1605,HIGH,NO,NO,,RSA,10,2,NO,7
B,web,DES,1071235,1202,HIGH,,YES,NO,RSA,10,1,NO,1
C,MIX,RSA,4068963,4096,LOW,YES,YES,NO,RSA,9,3,,11
C,MIX,DES,13963876,2203,MEDIUM,YES,YES,,RSA,10,2,NO,1
B,web,DES,925401,0,HIGH,,YES,YES,RSA,7,3,,12
B,web,RSA,1310318,4096,HIGH,YES,YES,NO,RSA,10,3,,1
A,MIX,ECDHE,8861630,5,MEDIUM,,YES,,RSA,10,3,NO,1
C,web,RSA,13585922,1168,MEDIUM,,NO,,RSA,7,3,NO,2
B,web,AES,10750948,4096,LOW,YES,YES,NO,RSA,8,3,,3
C,MIX,RSA,5402734,0,MEDIUM,YES,YES,YES,RSA,10,3,,11
C,web,AES,9721480,0,LOW,,YES,,RSA,10,3,NO,1
B,MIX,ECDHE,10136740,0,LOW,,YES,NO,RSA,10,3,NO,10
B,STANDALONE,ECDHE,1200840,4096,HIGH,NO,YES,,RSA,8,2,,7
B,web,AES,5556244,875,LOW,YES,YES,YES,RSA,7,3,,9
C,STANDALONE,ECDHE,16747257,0,LOW,,YES,NO,RSA,9,3,YES,1
B,STANDALONE,ECDHE,12531125,2750,HIGH,NO,YES,,RSA,10,2,,1
A,web,AES,15649014,2000,LOW,,YES,,RSA,10,3,,7
C,MIX,ECDHE,57973,1003,LOW,,YES,,RSA,10,3,NO,2
B,STANDALONE,RSA,6709280,4096,HIGH,YES,YES,,RSA,10,2,NO,12
A,web,RSA,1941552,404,HIGH,,YES,NO,RSA,10,3,,3
D,web,AES,3380951,3383,LOW,,YES,YES,RSA,8,1,NO,2
D,STANDALONE,AES,5551680,0,MEDIUM,,YES,,RSA,10,2,NO,2
C,MIX,ECDHE,15392980,0,LOW,YES,NO,,RSA,10,3,NO,12
C,web,RSA,4462885,2656,LOW,,YES,,RSA,9,1,YES,1
C,web,ECDHE,4635471,2377,LOW,,YES,YES,RSA,8,3,,12
C,web,RSA,16470595,702,HIGH,NO,YES,NO,RSA,7,3,,12
C,web,ECDHE,14311852,838,HIGH,YES,NO,,RSA,10,3,,12
A,STANDALONE,ECDHE,10495098,3640,LOW,,YES,,RSA,9,3,,1
D,STANDALONE,RSA,12773184,1241,LOW,YES,YES,,RSA,10,3,,4
D,STANDALONE,ECDHE,13000176,1884,MEDIUM,YES,NO,YES,RSA,10,3,NO,2
B,MIX,RSA,3557650,1704,MEDIUM,YES,YES,,RSA,10,3,NO,1
B,web,RSA,16113249,1858,HIGH,YES,YES,,RSA,10,3,YES,10
D,web,RSA,72048,4051,HIGH,NO,NO,,RSA,10,2,,12
D,web,ECDHE,3786531,1128,LOW,NO,YES,,RSA,10,3,YES,1
C,STANDALONE,ECDHE,4992609,1428,LOW,,YES,NO,RSA,10,3,NO,12
B,MIX,ECDHE,8615399,366,LOW,YES,YES,,RSA,10,2,,11
D,web,RSA,1407538,3350,LOW,YES,YES,NO,RSA,9,3,,10
A,STANDALONE,RSA,3185393,4096,HIGH,,NO,,RSA,10,3,NO,1
C,web,ECDHE,14981849,550,MEDIUM,YES,NO,YES,RSA,10,3,,1
